,teks,label,clean_teks
203,"Selamat, Anda mendapatkan kuota Tsel sebesar 100SMS. Cek kuota melalui *889#. Info: www.telkomsel.com",2,selamat kuota sms cek kuota informasi
204,"Selamat, Anda telah membeli Paket Combo Kenyang  Internet As. Cek bonus di *889#.",2,selamat beli paket combo kenyang internet as cek bonus
205,Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,2,sensasi seru main game ayo gabung heroes game hit download gratis
206,"Seru banget main 8 Ball Pool, pakai pulsa bisa banget loh Bro untuk beli koin games lainnya, cek caranya di http://tsel.me/jajanonline",2,seru banget main ball pool pakai pulsa banget loh bro beli koin games cek
207,Smartfren Gratis Mi-Fi/modem 4G Tahun baru saatnya ganti gadget baru Bawa pulang Mi-Fi 4Gm-mu dg tunjukan sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13Jan Info:888,2,smartfren gratis mifimodem ganti gadget bawa pulang mifi gmmu tunjuk sms galeri sf isi pulsa sana sd jan informasi
208,"Special PROMO! BONUS KUOTA 500MB (1hr)! Cukup isi ulang mulai dari 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T580",2,special promo bonus kuota mbak isi ulang ayo buru isi pulsa t
209,"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",2,spesial paket flash volume ultima kuota gbhr kuota harga rprb tariflokasi cek tselmefl
210,Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,2,spesial paket internet hemat kuota limpah rupiah ribu kuota aktif buru skb
211,"SPESIAL utk kamu pelanggan setia Indosat Ooredoo. Bonus 14 hari masa aktif, 10 menit telp dan 100 SMS, CUMA isi ulang s/d 16 Desember 2015. (bonus berlaku 1x)",2,spesial langgan setia indosat ooredoo bonus aktif menit telepon sms isi ulang sd desember bonus laku x
212,"Sticker LINE yang lucu-lucu banyak banget loh, beli yuk dengan pulsamu, gampang banget, coba yuk",2,stiker line luculucu banget loh beli yuk pulsa gampang banget coba yuk
213,"SUPER Wow! Gratis 12 GB buat kamu, ckup dgn isi pulsa minimun Rp 100 Ribu s.d 22 November. Hanya berlaku satu kali kesempatan & berlaku akumulasi loh! TL053C",2,super wow gratis ckup isi pulsa minimun rupiah ribu sd november laku kali sempat laku akumulasi loh tlc
214,"Tambahan THR dr MatahariMall. Kode THR6 utk Diskon 6% Elektronik, kode THR15 utk Diskon 15% Lifestyle, kode THR25 utk Diskon 25% Fashion. http://mthr.ml/TSELTHR",2,tambah thr mataharimall kode thr diskon elektronik kode thr diskon gaya hidup kode thr diskon fashion
215,Terima Kasih telah menggunakan Paket Data dari Indosat. Info detail tekan *123#,2,terima kasih paket data indosat informasi detail tekan
216,"Terima kasih telah menjadi pelanggan setia Indosatooredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",2,terima kasih langgan setia indosatooredoo download video bonus gratis telpon menit hubung
217,"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",2,terima kasih sahabat indosatooredoo dapat video game seru gratis telepon
218,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Kenalan tanpa batas dan BONUS GRATIS NELPON 60 menit, hub *955*1# lalu YA/OK",2,terima kasih sahabat indosatooredoo kenal batas bonus gratis telpon menit hubung yaok
219,Terima kasih telah menjadi Sahabat IndosatOoredoo. Mau tahu RAHASIA2 TERHEBOH ARTIS-ARTIS TOP + bonus gratis nelpon 60 menit?Tlp *700*1#,2,terima kasih sahabat indosatooredoo rahasia heboh artisartis top bonus gratis telpon menittlp
220,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",2,terima kasih sahabat indosatooredoo download video bonus gratis telpon menit hubung
221,"Terima kasih tlh melakukan isi ulang tgl. 20.02.2016. GRATIS NELPON 60Menit+VIDEO, tekan *900*9# lalu YES/OK",2,terima kasih isi ulang tanggal gratis telpon menitvideo tekan yesok
222,"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",2,kini ungkapin pikir stiker line beli pakai pulsa download stickershop
223,Terus Isi saldo TCASHmu dan nikmati aneka promo di merchants partner TCASH! Cek promo terbaru TCASH di tsel.me/tappromo,2,isi saldo tcashmu nikmat aneka promo merchants partner tcash cek promo baru tcash tselmetappromo
224,Thank you for your appreciation & trust in using Telkomsel service. For further feedback please advice & text sms to 1166 (FREE)(for int'l charged),2,thank your appreciation percaya in using telkomsel servis further feedback mohon nasehat text sms freefor intl charged
225,Tingkatkan nilai isi ulang Anda selanjutnya minimal Rp10ribu untuk bisa mendapatkan Paket MURAH PAS di *100*999#. Info 188.,2,tingkat nilai isi ulang minimal rpribu paket murah pas informasi
226,Tri berBAGI bonus PULSA di bulan pernuh berkah! Isi pulsa min. 5rb dapet bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T496,2,tri bagi bonus pulsa pernuh berkah isi pulsa min dapet bonus pulsa telpon nomor tri ayo buru isi pulsa t
227,"TrmKsh Anda Tlh Berhasil Mengisi Pulsa SMARTFREN 10.000.Mau Jualan PULSA/BAYAR LISTRIK,SPEEDY/TELKOM Hub:Agen BAROKAH/Mp Reload.Pasti untung?",2,trmksh hasil isi pulsa smartfren jual pulsabayar listrikspeedytelkom hubagen barokahmp reloadpasti untung
228,Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,2,top up coins line beli stiker themes beli pakai pulsa koleksi cek
229,"Use my invite code, nxmvf722ue, and get a free ride up to Rp75,000. Redeem it at https://www.uber.com/invite/nxmvf722ue",2,use my ajak code nxmvfue and get a free ride up rupiah redeem it at
230,Wow! Diskon 50% utk pembelian paket Flash 6GB + BONUS 60Menit CUMA Rp60rb utk 30hr di *999*606# SEKARANG! Tunggu apalagi buruan! S&K berlaku,2,wow diskon beli paket flash bonus menit rprb tunggu buru sk laku
231,Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tukar HP Smartfrenmu dengan Andromax E LTE Cuma 709rb dr 999rb. Ayo datangi Gallery Smartfren terdekat.,2,wow promo panjang sd agt khusus tukar hp smartfrenmu andromax e lte ayo datang gallery smartfren dekat
232,"Yang lain penuh batasan,kami beri kebebasa n. DOUBLE KUOTA BONUS 10GB(4G), UNLIMITED Nelp&SMS, Musik streaming gak pakai Kuota!cuma dg FREEDOM COMBO. Daftar*123#",2,penuh batasankami kebebasa n double kuota bonus gbg unlimited nelpsms musik streaming pakai kuotacuma freedom combo daftar
233,Yuk dengerin secara langsung update keseharian Seleb dr Blog Suaranya! Tlp *5094* GRATIS 3hr lalu Rp2500/mgg.CS:838. VAS280,2,yuk dengerin langsung update hari seleb blog suara telepon gratis rpmggcs vas
234,"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",2,yuk internetan kebut akses fb twitter chatting beli paket flash mbhr sesuai zona lokasi rprb cek tarif tselmefl
235,"Yuk temen belanja di google play, mudah banget loh, pakai pulsa juga bisa, http://tsel.me/jajanonline",2,yuk temen belanja google play mudah banget loh pakai pulsa
236,"Yuk tetap gunakan Flash Volume Ultima utk update informasi Anda, kuota 60MB/7hr mulai Rp7rb di *100*431#. Tarif&lokasi cek di tsel.me/FL",2,yuk flash volume ultima update informasi kuota mbhr rprb tariflokasi cek tselmefl
237,Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,2,nonton bioskop gratis keluarga cigna khusus tunggu telepon informasi cigna klik bitlytentangcigna
238,Yuks internetan seru-seruan dg Flash Volume Ultima kuota 1.8GB/30hr mulai dari Rp60rb sesuai zona lokasi. Hub *363*145#. Info tarif & lokasi lihat di tsel.me/FL,2,yuks internetan seruseruan flash volume ultima kuota gbhr rprb sesuai zona lokasi hubung informasi tarif lokasi lihat tselmefl
239,"Jika anda bermasalah dgn CC/KT@, stres dgn bunga, pelunasan disc s/d 75%. Hub: ATY 082134976289(wa)/087888869297. LEGAL",1,masalah cckt stres bunga lunas disc sd hubung aty wa legal
240,"Lelah byr min payment? Kami Solusinya, bantu secara LEGAL penutupan CC/KTA, dscn 50-75%. Hub.LoLyta 081316523061/087822962308 (WA). LEGAL",1,lelah bayar min payment solusi bantu legal tutup cckta dscn hublolyta wa legal
241,"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",1,dana tunai bunga jt syarat ktp cc bpkb rate cair hubung ayu wamhn maaf menggangu
242,"“ROXI CELL” Hanya dengan Rp.100rb Anda bisa jadi agen pulsa elektrik ke semua Operator GSM/CDMA,v5=4300,v10=8300,Utk daftar ketik MTRONIK kirim ke 087870870707",1,roxi cell rprb agen pulsa elektrik operator gsmcdmavvutk daftar ketik mtronik kirim
243,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com   ,1,ramadhan selamat menang rpjt pin code yrkz informasi
244,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,1,brminat cashkredit motor scond barang istmwa tipemerk sjdsini mnyediakn unit atas hubung ms dediktp yk
245,ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,1,menang togel tembus pasang shio tunggal angka mahar pulsa kirim nomor xxx khusus putar sgp senin
246,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,1,pesan suara dengar pesan suara silah tekan tekan okya bebas biaya terima kasih
247,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,1,main togel kalahmau hasil mbah joko bisah mbntu sioangka retuwal minat hubung mbah jokodi jamin tembus
248,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",1,aneka shop bagi promo type blackberry dakota jt tourch jt onix jt gemini upemesanan pin bbade
249,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,1,anyonghaseyo ngaku kpopers sejati ayo lengkap koleksi video kpopmu harga video murah loh informasi
250,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",1,artha cell diskon barang elektronik bb dakota juta bb onyx jt camera lain hubung sms pin bb bddfd
251,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",1,ass rumah tanah kemarin survei cocok nego harga hubung sms suami haji dermawan
252,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",1,ass randy mobil lihat kondisiy minat mohon hubung bapa bicara harga net drhdarmawan xxxxxxx
253,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",1,assmaaf wahyumengenai mobil jual lihat cocok nego harga silah hubung saudara jusman safei
254,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,1,ass maaf by hjsuri kemarin survey rumah harga hubung suami h sigit telepon terima kasih
255,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",1,asssy sugiyono tempo mngenai mobil toyotanyasy brminatcocoktlong hubung saudara dluuntuk negosiasi harga anabdullah hp
256,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",1,assalamu alaikumsaya reski costumer servis tri plaza semanggi lantai jljend sudirman jakarta mhubungi undi laku noanda sambung krimkn sms jatuh tempo noanda menang undi tri jenis hadiah unit mobil suzuki ertiga newdengan pin dcs silah cek situs hubung
257,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",1,assalamu alaiqum nenek masuk rumah sakit tolong kirim ulsa ribu nomor telepon rumah sakit ganti uang
258,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,1,ayah isi pulsa xl nomor
259,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",1,belikan pulsa as ndisek ribu nmrku anyar cepat entenipenteng kantor polisijangan smstlp
260,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",1,belanja online promo disc bb dakota jt bb onyx jt bb z jt lain infosms pinbbaff klik
261,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1,belanja online toko resky diskon bb laptop samsung ipad nokia lain upemesananorder callsms kunjung situs
262,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,1,belikan mama pulsa simpati ribu nomor baru mama kirim cepat hpnya orang mama pinjam
263,"Bella bingung bang mau nulis apa, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",1,bella bingung bang nulis nulis serba salah mending langsung ngobrol telepon deh bang nomor telepon xxxx
264,"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",1,berkah poin nomor mndpt hadiah kei pin dhi silah verifikasi pin menang situs resmi
265,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",1,berkat isi ulang pulsa nomor tpilih menang cek tunai rpjt ptmkios pinnf uinfo klik
266,Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com,1,berkat isi ulang pulsa nomor pilih menang kejut tri mendpt cek tunai jt planetcare pinbh cek hadiah
267,"BIG SALE !!! DISCOUND 40% Z10-4,4jt IPHONE 5 32GB-3,7jt S.NOTE 2-3,8jt CAMERA, LAPTOP dll PIN BB 28AB8391 Call/sms: 0897-9844-777 Kunjungi www.indracell.com",1,big sale discound zjt iphone gbjt snote jt camera laptop lain pin bb ab callsms kunjung
268,"BIG SALE 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb Infohub/sms: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",1,big sale sinar blackberry z rpjt dakota rupiah jt tourch rupiah jt davis rupiah infohubsms ccfa
269,"Blackberry City Jual Blackberry Discond 40% Dakota 2,5jt Torch2 2,2jt Onyx3 2,1jt Davis 1,3jt Gemini 3G 1,1jt U/info Hub: Ibu.Anita 081315277257 PIN BB:29762D76",1,blackberry city jual blackberry discond dakota jt torch jt onyx jt davis jt gemini jt uinfo hubung ibuanita pin bbd
270,"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",1,blackberry online big sal bb z rupiah jt dakota rupiah jt samsung note ii rupiah jt iphone rupiah jt laptopcameradll minat ajak bbm pin affc
271,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang  Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,1,bpkibu rekening pilih menang cek jt bni uinfo klik kode cek hubung
272,"Bpk/Ibu Yth, Pemilik No.08994150xxx PIN Undian:4881247 Resmi m-dptkan Rp.15jt Cs: 02199545139 atau Klik: 3care2016.com",1,bpkibu hormat milik noxxx pin undi resmi mdptkan rpjt cs klik carecom
273,"BPR SYARIAH di Yogya siap melayani pembiayaan usaha anda.syarat:copy KTP,KK,Buku Nikah, cukup dg jaminan bpkb.sertipikat,proses survey cepat hub: 082133271400",1,bpr syariah yogya layan biaya usaha andasyaratcopy ktpkkbuku nikah jamin bpkbsertipikatproses survey cepat hubung
274,"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",1,butuh dana tunai cepat juta bunga rendah flatbln proses jamin syarat mudah informasi yani
275,CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com,1,cahaya travel tiket murah promo terbang domestic internasional online booking jam hubung kelik
276,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",1,casino online besar daftar raih bonus referral bonus cashback sportsbook minggu main smartphone pc
277,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,1,dapat eticket promo terbang domestik internasional via online mudah aman hubung klick
278,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,1,dapat etiket murah promo terbang domestic international booking online informasi hubung
279,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",1,dapat tiket murah promo ditravel kmiuntuk terbang domestik internasional online booking jam minat hubung
280,dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013,1,dapat total hadiah ratus juta rupiah kota berkah klik program sd agustus
281,Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com,1,daptkn etiket pesawat promo layan domestik and internasional booking online cepat aman hubung taut
282,"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",1,de inih bapa pakai nomor temen tolong kirimin pulsa nomor inih penring banget rumah digantiin
283,"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx",1,uang transfer rek bank xxx xxx an xxx sms nomor xxx
284,"Di transfer saja Uang'nya ke rekening BNI ini, a/n. ISMAWATI. Rek: 0248147033. SMS saja klo sdh kirim.",1,transfer uang rekening bni an ismawati rek sms kirim
285,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub;0853-9937-1888 lady-ticket.webs.com",1,jual ticket super junior tanggal april lady gaga tanggal juni harga goldjt tribunjt informasi hubung ladyticketwebscom
286,Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123,1,dptkan etiket promo terbang domestic internasional booking online jam informasi hubung
287,"Gebyar poin plus-plus INDOSAT Edisi 2013 priode ke'9, No PIN undian anda (d377hi8) Resmi meraih hadiah, utk info; www.gebyarINDOSATpoinplus.weebly.com",1,gebyar poin plusplus indosat edisi priode nomor pin undi dhi resmi raih hadiah informasi
288,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,1,gebyar telkomselpoin nomor trpilih menang pin fg silah verifikasi pin situs resmi
289,"Gratis 120 menit Nelpon ke Sesama Indosat, 120 SMS ke Sesama Indosat&12 MB Internet slma 12 JAM tiap Isi Ulang 12 Rb.IsiUlang pulsamu 12Rb &Nikmati GRATISANnya",1,gratis menit telpon indosat sms indosat mbak internet slma jam isi ulang rbisiulang pulsa nikmat gratis
290,GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6,1,gratis sms sesame indosat dengna kirim sms juni bonus x maks xjam informasi us
291,GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,1,gratis internetan mbak laku isi ulang axismu rupiah ayo isi ulang nikmat bonus informasi
292,"GRATIS Internetan hg 1000 MB, Nelpon 1000 Menit & 1000 SMS ke Sesama Indosat dg IsiUlang mulai 10Rb.Utk daftar ketik GRATIS kirim ke 123 (GRATIS) lalu isi Ulang",1,gratis internetan hg mbak telpon menit sms indosat isiulang rbutk daftar ketik gratis kirim gratis isi ulang
293,"GRATIS PULSA hingga 250rb selama 7Hari 7Malam CUMA dg isi ulang mulai 10rb. Daftar SEGERA, ketik: GRATIS krm ke123(Reg ckp 1kali)Info: ketik INFO krm ke 123",1,gratis pulsa malam isi ulang daftar ketik gratis kirim kereg ckp kaliinfo ketik informasi kirim
294,"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",1,gtshop disc bb z jt bb torch jt bb davis jt minat galaxy s jt cp pinab gilisms versi demo
295,Guntur ingin berhubungan di Facebook:http://fb.com/l.1lnzH4p0lCM7ruG Balas “stop” unruk berhenti menerima sms Facebook.,1,guntur hubung facebook balas stop unruk henti terima sms facebook
296,Hi Trims kmu udh gabung layanan Bung Gita Bicara Bola!Dpt info menarik n Prediksi Akurat dr Bung Gita! 3info/mg 2rb/sms.Stop: unreg Gita ke 3450.CS:0215649770,1,hi trims gabung layan gita bicara boladpt informasi tarik n prediksi akurat gita infomg rbsmsstop unreg gita cs
297,"HQUARTERS Business Residence Lokasi Emas-ASIA AFRIKA Bdg Hrg Prelaunch,PROFIT 140%,ROI 10%/thn Bs LIBUR Byr 2Th TSM 21Des-3Jan www.hquarters.co.id 085794074188",1,hquarters business residence lokasi emasasia afrika bandung harga prelaunchprofit roi libur bayar th tsm desjan
298,"INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga; V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",1,indomarcocell tawar agenpulsa mkios chip oprator harga v v v gabung ketikdaftar kirim lukis ku
299,INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,1,indosatpoin plusplus selamat simcard xxxx resmi pilih mdpt hadiah pinbchdi sahkan ptindosat informasi klik
300,"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805",1,indovison promo rbu nikmat langgan gratis biaya pasangbonus cema hubung pin bb fc
301,"INFO PT.M-KIOS hsil pengundian berkat isi pulsa, Selamat No.HP 0852952xxxxx m-dpt Hadiah PIN Pemenang anda 94ad653 Info klik www.berkat-isiulang-pulsa.webs.com",1,informasi ptmkios hasil undi berkat isi pulsa selamat nohp xxxxx mdpt hadiah pin menang informasi klik
302,INFO RESMI !! Selamat Anda Terpilih sbgi Pemenang' semarak Undian PT.INDOFOOD INDONESIA No pin: d377hi8 Info Pin&hadiah Klik:www.semarak-undianpopmie.webs.com,1,informasi resmi selamat pilih menang semarak undi ptindofood indonesia nomor pin dhi informasi pinhadiah klik
303,INFO RESMI kepada bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.3care16.blogspot.com,1,informasi resmi bpkibu hormat selamat nomor menang pesta isi ulang care nomor per undi malam pkl sctv uinfo hadiah klik
304,INFO RESMI kepada/bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care. No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.tricare16.blogspot.com,1,informasi resmi kepadabpkibu hormat selamat nomor menang pesta isi ulang care nomor per undi malam pkl sctv uinfo hadiah klik
305,"INFO RESMI PT.INDOFOOD No.Anda t'dftr pemenang UNDIAN POP MIE edisi 2013 Mndptkn 1unit ""NISSAN JUKE"" PIN;a1c5h79 info,kunjungi;www.popmieget.webs.com",1,informasi resmi ptindofood noanda tdftr menang undi pop mie edisi mndptkn unit nissan juke pinach infokunjungi
306,INFO RESMI PT.INDOFOOD slmt No.anda T.dftar pmnang ke2.POP MIE 2013 Meraih HADIAH 1 Unit 'NISSAN JUKE' dgn pin;12xb9v2 U/info kunjungi www.popmie200.webs.com,1,informasi resmi ptindofood selamat noanda tdftar pmnang pop mie raih hadiah unit nissan juke pinxbv uinfo kunjung
307,INFO RESMI PT.TRI CARE PIN Pemenang ( 8jf2177 ) anda m-dptkan HADIAH I unit TOYOTA YARIS U/Info cek pin klik: www.tricare2015.blogspot.com,1,informasi resmi pttri care pin menang jf mdptkan hadiah i unit toyota yaris uinfo cek pin klik
308,Info resmi pt.tri care pin pemenang (8jf2177)  Simcard anda resmi mendapatkan hadiah 1 unit toyota yaris dari no 08968594××××,1,informasi resmi pttri care pin menang jf simcard resmi hadiah unit toyota yaris nomor
